BUS UID,Bus ID,Name of Bus,ID,Status,Gen MW,PMin MW,PMax MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Price $/MMBTU,IOD,AVR,RegBus Num,Fuel,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model,GEN UID,Unit Type,Ramp Rate MW/Min,Min Up Time Hr,Min Down Time Hr,Unit Group,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fixed Cost($/hr),MW Break 1,MWh Price 1,MW Break 2,MWh Price 2,MW Break 3,MWh Price 3,MW Break 4,MWh Price 4,MW Break 5,MWh Price 5
111192_1,111192,CYPRESS 54 4,1,Closed,57.0,20.52,57.0,YES,5,8.04,0.0022,0.0,3.084,0,YES,111192,NG (Natural Gas),1.04,-16.93,29.01,YES,57.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111192_1,Natural Gas Fired Combined Cycle,0.3762,4,4,U57,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,773.51,20.52,32.22,27.82,32.67,35.11,33.12,42.41,33.57,49.7,34.02
111193_1,111193,CYPRESS 54 5,1,Closed,40.06,14.65,57.0,YES,5,8.27,0.0008,0.0,3.314,0,YES,111193,NG (Natural Gas),1.04,-15.98,29.01,YES,57.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111193_1,Natural Gas Fired Combined Cycle,0.3762,4,4,U57,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,587.09,14.65,34.25,23.12,34.81,31.59,35.37,40.06,35.94,48.53,36.5
111194_1,111194,CYPRESS 54 6,1,Closed,28.41,28.41,57.0,YES,5,7.75,0.0024,0.0,3.388,0,YES,111194,NG (Natural Gas),1.04,-16.85,29.01,YES,57.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111194_1,Natural Gas Fired Combined Cycle,0.3762,4,4,U57,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,1193.37,28.41,35.9,34.13,36.29,39.85,36.68,45.56,37.06,51.28,37.45
111195_1,111195,CYPRESS 54 7,1,Closed,57.0,24.09,57.0,YES,5,8.1,0.003,0.0,3.192,0,YES,111195,NG (Natural Gas),1.04,-16.91,29.01,YES,57.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111195_1,Natural Gas Fired Combined Cycle,0.3762,4,4,U57,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,945.98,24.09,33.56,30.67,33.98,37.25,34.4,43.84,34.82,50.42,35.24
111196_1,111196,CYPRESS 54 8,1,Closed,57.0,14.15,57.0,YES,5,8.54,0.0023,0.0,3.05,0,YES,111196,NG (Natural Gas),1.04,-15.26,29.01,YES,57.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111196_1,Natural Gas Fired Combined Cycle,0.3762,4,4,U57,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,521.4,14.15,31.49,22.72,32.02,31.29,32.54,39.86,33.06,48.43,33.58
111197_1,111197,CYPRESS 54 9,1,Closed,43.81,13.05,57.0,YES,5,8.19,0.0012,0.0,3.276,0,YES,111197,NG (Natural Gas),1.04,-18.09,29.01,YES,57.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111197_1,Natural Gas Fired Combined Cycle,0.3762,4,4,U57,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,515.45,13.05,33.76,21.84,34.33,30.63,34.91,39.42,35.49,48.21,36.06
111198_1,111198,CYPRESS 54 10,1,Closed,57.0,13.03,57.0,YES,5,8.32,0.0001,0.0,3.01,0,YES,111198,NG (Natural Gas),1.04,-17.45,29.01,YES,57.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111198_1,Natural Gas Fired Combined Cycle,0.3762,4,4,U57,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,472.85,13.03,31.02,21.82,31.55,30.62,32.08,39.41,32.6,48.21,33.13
111199_1,111199,CYPRESS 54 11,1,Closed,44.23,25.07,57.0,YES,5,8.81,0.0013,0.0,3.273,0,YES,111199,NG (Natural Gas),1.04,-18.57,29.01,YES,57.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111199_1,Natural Gas Fired Combined Cycle,0.3762,4,4,U57,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,1011.23,25.07,34.48,31.46,34.89,37.84,35.31,44.23,35.73,50.61,36.15
111200_1,111200,CYPRESS 54 12,1,Closed,25.87,25.87,58.0,YES,5,8.56,0.0001,0.0,3.434,0,YES,111200,NG (Natural Gas),1.04,-15.64,29.52,YES,58.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111200_1,Natural Gas Fired Combustion Turbine,11.6,1,1,U58,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,1096.52,25.87,36.23,32.3,36.67,38.72,37.11,45.15,37.55,51.57,37.99
111201_1,111201,CYPRESS 54 13,1,Closed,58.0,25.9,58.0,YES,5,8.43,0.002,0.0,3.044,0,YES,111201,NG (Natural Gas),1.04,-14.74,29.52,YES,58.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111201_1,Natural Gas Fired Combustion Turbine,11.6,1,1,U58,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,973.17,25.9,32.11,32.32,32.51,38.74,32.9,45.16,33.29,51.58,33.68
111202_1,111202,CYPRESS 54 14,1,Closed,58.0,10.82,58.0,YES,5,8.27,0.0015,0.0,3.153,0,YES,111202,NG (Natural Gas),1.04,-16.54,29.52,YES,58.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111202_1,Natural Gas Fired Combustion Turbine,11.6,1,1,U58,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,409.67,10.82,32.36,20.26,32.96,29.69,33.55,39.13,34.15,48.56,34.74
111203_1,111203,CYPRESS 54 15,1,Closed,58.0,8.97,58.0,YES,5,8.18,0.0012,0.0,3.048,0,YES,111203,NG (Natural Gas),1.04,-15.65,29.52,YES,58.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111203_1,Natural Gas Fired Combustion Turbine,11.6,1,1,U58,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,327.19,8.97,31.18,18.78,31.77,28.58,32.37,38.39,32.97,48.19,33.57
111204_1,111204,CYPRESS 54 16,1,Closed,17.69,17.69,58.0,YES,5,8.87,0.0011,0.0,3.442,0,YES,111204,NG (Natural Gas),1.04,-16.45,29.52,YES,58.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111204_1,Natural Gas Fired Combustion Turbine,11.6,1,1,U58,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,740.48,17.69,35.78,25.75,36.33,33.81,36.89,41.88,37.44,49.94,38.0
111205_1,111205,CYPRESS 54 17,1,Closed,26.75,26.75,58.0,YES,5,8.76,0.0018,0.0,3.553,0,YES,111205,NG (Natural Gas),1.04,-19.79,29.52,YES,58.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111205_1,Natural Gas Fired Combustion Turbine,11.6,1,1,U58,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,1174.97,26.75,37.54,33.0,37.99,39.25,38.43,45.5,38.87,51.75,39.32
111206_1,111206,CYPRESS 54 18,1,Closed,13.0,3.03,13.0,YES,5,8.58,0.0026,0.0,2.864,0,YES,111206,NG (Natural Gas),1.04,-3.8,6.62,YES,13.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111206_1,Natural Gas Fired Combustion Turbine,2.6,1,1,U13,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,102.25,3.03,28.84,5.02,28.96,7.02,29.07,9.01,29.18,11.01,29.3
111212_1,111212,THOMPSONS 6 6,1,Closed,13.0,1.49,13.0,YES,5,8.38,0.0008,0.0,3.487,0,YES,111212,NG (Natural Gas),1.04,-3.76,6.62,YES,13.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111212_1,Natural Gas Fired Combustion Turbine,2.6,1,1,U13,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,61.04,1.49,35.01,3.79,35.17,6.09,35.34,8.4,35.5,10.7,35.66
111212_2,111212,THOMPSONS 6 6,2,Closed,204.58,165.98,552.0,YES,5,7.95,0.001,0.0,2.833,0,YES,111207,NG (Natural Gas),1.04,-182.79,280.97,YES,552.0,Piecewise Linear,NaturalGasSteamTurbine_111212_2,Natural Gas Steam Turbine,2.9808,8,8,U552,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,7540.27,165.98,38.83,243.18,43.2,320.39,47.58,397.59,51.95,474.8,56.33
111213_1,111213,THOMPSONS 6 7,1,Closed,153.75,34.5,273.0,YES,5,7.82,0.0029,0.0,3.04,0,YES,111207,NG (Natural Gas),1.04,-70.38,138.96,YES,273.0,Piecewise Linear,NaturalGasSteamTurbine_111213_1,Natural Gas Steam Turbine,1.4742,8,8,U273,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1341.03,34.5,33.22,82.2,36.12,129.9,39.02,177.6,41.92,225.3,44.82
111214_1,111214,THOMPSONS 6 8,1,Closed,169.0,44.2,169.0,YES,5,8.53,0.0017,0.0,3.008,0,YES,111214,NG (Natural Gas),1.04,-58.46,86.02,YES,169.0,Piecewise Linear,NaturalGasSteamTurbine_111214_1,Natural Gas Steam Turbine,0.9126,8,8,U169,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1712.48,44.2,33.11,69.16,34.62,94.12,36.12,119.08,37.62,144.04,39.12
111215_1,111215,THOMPSONS 6 9,1,Closed,169.0,29.81,169.0,YES,5,8.34,0.0023,0.0,2.871,0,YES,111207,NG (Natural Gas),1.04,-49.07,86.02,YES,169.0,Piecewise Linear,NaturalGasSteamTurbine_111215_1,Natural Gas Steam Turbine,0.9126,8,8,U169,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1074.98,29.81,30.82,57.65,32.42,85.49,34.02,113.32,35.62,141.16,37.22
111217_1,111217,ELMATON 3 2,1,Closed,846.22,201.18,1280.0,YES,5,7.94,0.002,0.0,0.75,0,YES,111216,NUC (Nuclear),1.039,-365.47,471.04,YES,1280.0,Piecewise Linear,Nuclear_111217_1,Nuclear,3.3280000000000003,168,24,U1280,13.0,6.5,3.25,78978.0,0.0,9999.0,0.0,2666.11,201.18,11.33,416.94,14.56,632.71,17.8,848.47,21.04,1064.24,24.27
111218_1,111218,ELMATON 3 3,1,Closed,836.18,178.29,1280.0,YES,5,7.94,0.002,0.0,0.75,0,YES,111216,NUC (Nuclear),1.039,-382.86,471.04,YES,1280.0,Piecewise Linear,Nuclear_111218_1,Nuclear,3.3280000000000003,168,24,U1280,13.0,6.5,3.25,78978.0,0.0,9999.0,0.0,2294.72,178.29,11.0,398.63,14.31,618.97,17.61,839.32,20.92,1059.66,24.22
111220_1,111220,LA PORTE 9 2,1,Closed,61.33,34.89,81.0,YES,5,8.7,0.0018,0.0,3.389,0,YES,111220,NG (Natural Gas),1.04,-21.32,41.23,YES,81.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111220_1,Natural Gas Fired Combustion Turbine,16.2,1,1,U81,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,1486.35,34.89,36.41,44.11,37.04,53.33,37.66,62.56,38.29,71.78,38.91
111221_1,111221,LA PORTE 9 3,1,Closed,81.0,13.8,81.0,YES,5,8.31,0.003,0.0,3.105,0,YES,111221,NG (Natural Gas),1.04,-21.95,41.23,YES,81.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111221_1,Natural Gas Fired Combustion Turbine,16.2,1,1,U81,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,518.54,13.8,32.12,27.24,32.95,40.68,33.78,54.12,34.62,67.56,35.45
111223_1,111223,LIVERPOOL 4 2,1,Closed,30.0,3.97,30.0,YES,5,8.41,0.002,0.0,3.092,0,YES,111223,NG (Natural Gas),1.04,-10.32,15.27,YES,30.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111223_1,Natural Gas Fired Combustion Turbine,7.6,1,1,U30,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,145.13,3.97,31.25,9.18,31.57,14.38,31.89,19.59,32.21,24.79,32.53
111231_1,111231,SEABROOK 8 2,1,Closed,20.03,20.03,75.0,YES,5,8.27,0.0002,0.0,3.004,0,YES,111231,NG (Natural Gas),1.04,-25.11,38.17,YES,75.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111231_1,Natural Gas Fired Combustion Turbine,18.6,1,1,U75,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,736.06,20.03,31.41,31.02,32.07,42.02,32.73,53.01,33.39,64.01,34.05
111232_1,111232,SEABROOK 8 3,1,Closed,7.5,7.5,75.0,YES,5,8.5,0.0027,0.0,3.29,0,YES,111232,NG (Natural Gas),1.04,-25.04,38.17,YES,75.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111232_1,Natural Gas Fired Combustion Turbine,18.6,1,1,U75,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,294.98,7.5,33.62,21.0,34.5,34.5,35.39,48.0,36.28,61.5,37.17
111233_1,111233,SEABROOK 8 4,1,Closed,41.72,27.46,75.0,YES,5,8.49,0.0003,0.0,2.855,0,YES,111233,NG (Natural Gas),1.04,-22.4,38.17,YES,75.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111233_1,Natural Gas Fired Combustion Turbine,18.6,1,1,U75,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,972.0,27.46,30.25,36.97,30.8,46.48,31.34,55.98,31.88,65.49,32.43
111234_1,111234,SEABROOK 8 5,1,Closed,19.31,19.31,75.0,YES,5,8.64,0.0024,0.0,3.438,0,YES,111234,NG (Natural Gas),1.04,-20.5,38.17,YES,75.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111234_1,Natural Gas Fired Combustion Turbine,18.6,1,1,U75,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,811.06,19.31,35.9,30.45,36.67,41.59,37.43,52.72,38.2,63.86,38.96
111237_1,111237,LIVERPOOL 5 3,1,Closed,42.5,17.39,42.5,YES,5,8.85,0.0011,0.0,3.604,0,YES,111237,NG (Natural Gas),1.04,-10.78,21.63,YES,42.5,Piecewise Linear,OtherGases_111237_1,Other Gases,0.0,1,1,U42,13.0,6.5,3.25,68.0,44.0,38.0,0.0,760.63,17.39,37.38,22.41,37.75,27.43,38.11,32.46,38.47,37.48,38.83
111241_2,111241,BAYTOWN 11 2,2,Closed,28.0,13.43,28.0,YES,5,8.19,0.0016,0.0,3.528,0,YES,111241,NG (Natural Gas),1.04,-8.08,14.25,YES,28.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111241_2,Natural Gas Fired Combustion Turbine,7.0,1,1,U28,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,570.06,13.43,36.28,16.34,36.48,19.26,36.69,22.17,36.9,25.09,37.1
111242_1,111242,BAYTOWN 11 3,1,Closed,28.0,12.12,28.0,YES,5,7.85,0.002,0.0,2.986,0,YES,111242,NG (Natural Gas),1.04,-9.25,14.25,YES,28.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111242_1,Natural Gas Fired Combustion Turbine,7.0,1,1,U28,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,434.36,12.12,30.63,15.3,30.82,18.47,31.01,21.65,31.2,24.82,31.39
111242_2,111242,BAYTOWN 11 3,2,Closed,18.0,5.59,18.0,YES,5,8.95,0.0022,0.0,3.449,0,YES,111242,NG (Natural Gas),1.04,-5.82,9.16,YES,18.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111242_2,Natural Gas Fired Combustion Turbine,4.8,1,1,U18,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,228.38,5.59,34.92,8.07,35.09,10.55,35.26,13.04,35.43,15.52,35.6
111243_1,111243,BAYTOWN 11 4,1,Closed,18.0,5.77,18.0,YES,5,8.86,0.0023,0.0,3.298,0,YES,111243,NG (Natural Gas),1.04,-5.59,9.16,YES,18.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111243_1,Natural Gas Fired Combustion Turbine,4.8,1,1,U18,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,225.49,5.77,33.4,8.22,33.56,10.66,33.72,13.11,33.88,15.55,34.05
111243_2,111243,BAYTOWN 11 4,2,Closed,18.0,1.93,18.0,YES,5,8.41,0.0004,0.0,3.323,0,YES,111243,NG (Natural Gas),1.04,-6.07,9.16,YES,18.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111243_2,Natural Gas Fired Combustion Turbine,4.8,1,1,U18,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,75.45,1.93,33.41,5.14,33.63,8.36,33.84,11.57,34.05,14.79,34.27
111244_1,111244,BAYTOWN 11 5,1,Closed,18.0,2.1,18.0,YES,5,8.52,0.0006,0.0,3.421,0,YES,111244,NG (Natural Gas),1.04,-6.13,9.16,YES,18.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111244_1,Natural Gas Fired Combustion Turbine,4.8,1,1,U18,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,84.54,2.1,34.41,5.28,34.63,8.46,34.84,11.64,35.06,14.82,35.28
111246_1,111246,BAYTOWN 12 2,1,Closed,82.7,68.38,140.0,YES,5,8.31,0.0021,0.0,3.403,0,YES,111246,NG (Natural Gas),1.04,-39.11,71.26,YES,140.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111246_1,Natural Gas Fired Combustion Turbine,36.02,1,1,U140,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,3114.39,68.38,38.93,82.7,39.9,97.03,40.88,111.35,41.85,125.68,42.83
111247_1,111247,BAYTOWN 12 3,1,Closed,90.0,36.59,90.0,YES,5,8.34,0.0004,0.0,3.265,0,YES,111247,NG (Natural Gas),1.04,-22.96,45.81,YES,90.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111247_1,Natural Gas Fired Combustion Turbine,22.0,1,1,U90,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1507.51,36.59,35.21,47.27,35.91,57.95,36.61,68.64,37.31,79.32,38.0
111248_1,111248,BAYTOWN 12 4,1,Closed,32.0,14.6,32.0,YES,5,8.37,0.0009,0.0,3.393,0,YES,111248,NG (Natural Gas),1.04,-9.57,16.29,YES,32.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111248_1,Natural Gas Fired Combustion Turbine,7.0,1,1,U32,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,597.52,14.6,34.98,18.08,35.22,21.56,35.45,25.04,35.69,28.52,35.92
111249_1,111249,BAYTOWN 12 5,1,Closed,32.0,14.84,32.0,YES,5,8.13,0.0028,0.0,3.102,0,YES,111249,NG (Natural Gas),1.04,-10.33,16.29,YES,32.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111249_1,Natural Gas Fired Combustion Turbine,7.0,1,1,U32,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,555.5,14.84,31.99,18.27,32.21,21.7,32.42,25.14,32.63,28.57,32.85
111249_2,111249,BAYTOWN 12 5,2,Closed,32.0,11.82,32.0,YES,5,8.36,0.0018,0.0,3.225,0,YES,111249,NG (Natural Gas),1.04,-9.32,16.29,YES,32.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111249_2,Natural Gas Fired Combustion Turbine,7.0,1,1,U32,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,457.44,11.82,33.08,15.86,33.34,19.89,33.6,23.93,33.86,27.96,34.12
111251_1,111251,DEER PARK 12 2,1,Closed,66.0,12.15,66.0,YES,5,8.31,0.002,0.0,3.249,0,YES,111251,NG (Natural Gas),1.04,-22.39,33.59,YES,66.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111251_1,Natural Gas Fired Combined Cycle,0.4884,4,4,U66,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,475.57,12.15,33.45,22.92,34.15,33.69,34.85,44.46,35.55,55.23,36.25
111252_1,111252,DEER PARK 12 3,1,Closed,43.12,20.23,66.0,YES,5,8.27,0.0018,0.0,3.507,0,YES,111252,NG (Natural Gas),1.04,-20.06,33.59,YES,66.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111252_1,Natural Gas Fired Combined Cycle,0.4884,4,4,U66,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,867.46,20.23,36.65,29.38,37.29,38.54,37.93,47.69,38.58,56.85,39.22
111253_1,111253,DEER PARK 12 4,1,Closed,19.26,19.26,62.0,YES,5,8.14,0.0025,0.0,3.707,0,YES,111253,NG (Natural Gas),1.04,-19.86,31.56,YES,62.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111253_1,Natural Gas Fired Combined Cycle,0.4884,4,4,U62,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,871.09,19.26,38.66,27.81,39.29,36.36,39.92,44.9,40.56,53.45,41.19
111254_1,111254,DEER PARK 12 5,1,Closed,69.0,10.92,69.0,YES,5,8.33,0.0023,0.0,3.239,0,YES,111254,NG (Natural Gas),1.04,-18.26,35.12,YES,69.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111254_1,Natural Gas Fired Combined Cycle,0.5148,4,4,U69,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,425.27,10.92,33.29,22.54,34.04,34.15,34.79,45.77,35.54,57.38,36.3
111260_1,111260,BOLING 1 2,1,Closed,69.0,25.93,69.0,YES,5,8.3,0.0023,0.0,3.296,0,YES,111260,NG (Natural Gas),1.04,-22.98,35.12,YES,69.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111260_1,Natural Gas Fired Combustion Turbine,16.8,1,1,U69,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,1056.11,25.93,34.81,34.54,35.38,43.16,35.95,51.77,36.51,60.39,37.08
111262_1,111262,TEXAS CITY 6 2,1,Closed,14.26,14.26,38.0,YES,5,8.0,0.0,0.0,4.0,0,YES,111262,OTH (Other),1.04,-12.05,13.04,YES,38.0,Piecewise Linear,Batteries_111262_1,Batteries,0.0,1,1,U38,12.0,6.0,3.0,0.0,0.0,0.0,0.0,687.99,14.26,41.24,19.01,41.62,23.76,42.0,28.5,42.38,33.25,42.76
111264_1,111264,GALENA PARK 19 2,1,Closed,35.0,9.49,35.0,YES,5,8.78,0.0025,0.0,2.932,0,YES,111264,NG (Natural Gas),1.04,-9.49,17.81,YES,35.0,Piecewise Linear,NaturalGasSteamTurbine_111264_1,Natural Gas Steam Turbine,0.1889999999999999,8,8,U35,13.0,6.5,3.25,1457.4,1122.5,452.8,0.0,332.56,9.49,29.95,14.59,30.25,19.69,30.55,24.8,30.85,29.9,31.15
111266_1,111266,DEER PARK 13 2,1,Closed,6.4,6.4,45.0,YES,5,8.0,0.0,0.0,9.9,0,YES,111266,OTH (Other),1.04,-15.71,16.83,YES,45.0,Piecewise Linear,Batteries_111266_1,Batteries,0.0,1,1,U45,12.0,6.0,3.0,0.0,0.0,0.0,0.0,753.66,6.4,100.65,14.12,102.18,21.84,103.71,29.56,105.24,37.28,106.76
111266_2,111266,DEER PARK 13 2,2,Closed,11.11,11.11,45.0,YES,5,8.0,0.0,0.0,10.1,0,YES,111266,OTH (Other),1.04,-13.58,14.24,YES,45.0,Piecewise Linear,Batteries_111266_2,Batteries,0.0,1,1,U45,12.0,6.0,3.0,0.0,0.0,0.0,0.0,1346.49,11.11,103.59,17.89,104.96,24.67,106.32,31.44,107.69,38.22,109.06
111267_1,111267,DEER PARK 13 3,1,Closed,75.0,24.7,75.0,YES,5,8.07,0.0026,0.0,2.969,0,YES,111267,NG (Natural Gas),1.04,-20.63,38.17,YES,75.0,Piecewise Linear,OtherGases_111267_1,Other Gases,0.0,1,1,U75,12.0,6.0,3.0,68.0,44.0,38.0,0.0,904.71,24.7,31.31,34.76,31.9,44.82,32.5,54.88,33.1,64.94,33.7
111268_1,111268,DEER PARK 13 4,1,Closed,70.0,34.86,70.0,YES,5,8.5,0.002,0.0,3.125,0,YES,111268,NG (Natural Gas),1.04,-18.38,35.63,YES,70.0,Piecewise Linear,OtherGases_111268_1,Other Gases,0.0,1,1,U70,12.0,6.0,3.0,68.0,44.0,38.0,0.0,1367.91,34.86,33.54,41.89,33.98,48.92,34.42,55.94,34.86,62.97,35.3
111270_1,111270,CHANNELVIEW 13 2,1,Closed,120.1,58.9,120.1,YES,5,9.14,0.0015,0.0,3.016,0,YES,111269,NG (Natural Gas),1.037,-37.48,61.13,YES,120.1,Piecewise Linear,NaturalGasFiredCombinedCycle_111270_1,Natural Gas Fired Combined Cycle,0.8032199999999999,4,4,U120,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,2335.97,58.9,33.9,71.14,34.64,83.38,35.37,95.62,36.11,107.86,36.85
111271_1,111271,CHANNELVIEW 13 3,1,Closed,69.0,30.42,69.0,YES,5,8.79,0.0016,0.0,3.289,0,YES,111271,NG (Natural Gas),1.04,-17.45,35.12,YES,69.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111271_1,Natural Gas Fired Combined Cycle,0.49632,4,4,U69,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1246.34,30.42,35.02,38.14,35.53,45.85,36.03,53.57,36.54,61.28,37.05
111272_1,111272,CHANNELVIEW 13 4,1,Closed,69.8,32.31,69.8,YES,5,8.41,0.0021,0.0,3.062,0,YES,111272,NG (Natural Gas),1.04,-23.45,35.53,YES,69.8,Piecewise Linear,NaturalGasFiredCombinedCycle_111272_1,Natural Gas Fired Combined Cycle,0.4851,4,4,U69,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1236.66,32.31,32.71,39.81,33.17,47.31,33.63,54.8,34.09,62.3,34.55
111273_1,111273,CHANNELVIEW 13 5,1,Closed,63.95,11.29,69.8,YES,5,8.45,0.0009,0.0,3.516,0,YES,111273,NG (Natural Gas),1.04,-24.08,35.53,YES,69.8,Piecewise Linear,NaturalGasFiredCombinedCycle_111273_1,Natural Gas Fired Combined Cycle,0.50556,4,4,U69,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,477.64,11.29,36.16,22.99,36.98,34.69,37.81,46.4,38.63,58.1,39.45
111274_1,111274,CHANNELVIEW 13 6,1,Closed,70.1,19.97,70.1,YES,5,8.62,0.0028,0.0,3.282,0,YES,111274,NG (Natural Gas),1.04,-18.43,35.68,YES,70.1,Piecewise Linear,NaturalGasFiredCombinedCycle_111274_1,Natural Gas Fired Combined Cycle,0.5088600000000001,4,4,U70,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,801.31,19.97,34.3,30.0,34.95,40.02,35.61,50.05,36.27,60.07,36.93
111275_1,111275,CHANNELVIEW 13 7,1,Closed,70.0,8.34,70.0,YES,5,8.19,0.0014,0.0,3.282,0,YES,111275,NG (Natural Gas),1.04,-20.08,35.63,YES,70.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111275_1,Natural Gas Fired Combined Cycle,0.51348,4,4,U70,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,327.57,8.34,33.57,20.67,34.38,33.0,35.19,45.34,36.0,57.67,36.81
111276_1,111276,CHANNELVIEW 13 8,1,Closed,68.4,21.65,68.4,YES,5,8.27,0.0004,0.0,3.136,0,YES,111276,NG (Natural Gas),1.04,-17.9,34.82,YES,68.4,Piecewise Linear,NaturalGasFiredCombinedCycle_111276_1,Natural Gas Fired Combined Cycle,0.49698,4,4,U68,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,832.47,21.65,32.86,31.0,33.45,40.35,34.04,49.7,34.62,59.05,35.21
